"","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",4,6,7,8,10,7,10,10,10,12,11,12,11,13,15,16,16,14,17,18,20
"2",5,8,8,6,6,6,8,10,10,11,11,11,12,14,15,16,12,16,15,20,19
"3",7,6,7,7,8,6,8,12,11,12,12,14,13,12,15,17,17,19,16,18,20
"4",5,6,7,7,7,9,10,9,10,11,13,11,15,12,14,12,14,18,16,19,19
"5",5,6,6,7,5,8,10,10,10,11,11,14,13,17,14,14,18,17,19,18,18
"6",4,5,6,6,7,9,11,12,10,12,11,13,12,14,16,15,12,17,17,18,19
"7",5,5,7,8,5,8,10,9,11,12,12,12,14,13,14,12,17,16,17,17,19
"8",4,5,7,7,6,7,10,9,11,12,13,11,14,13,15,16,14,17,15,19,20
"9",4,6,7,9,8,9,9,10,11,11,11,15,14,14,15,16,16,14,17,18,17
"10",6,6,7,8,5,9,9,9,10,12,13,14,11,14,17,14,14,17,18,17,17
