8,8,10,9,10,6,7,7,8,6
9,9,14,14,11,13,11,10,8,12
18,18,14,16,15,14,16,15,18,14
16,16,23,16,22,20,21,18,18,21
18,18,23,23,20,23,25,23,26,26
